id,name,tier,price,mechanism,primary_path_limit,observed_visible_max,presentation_cases,mismatches,screenshot,screenshot_exists,raw_dps,final_dps,raw_boss_dps,final_boss_dps,raw_clear_seconds,final_clear_seconds,status,range_note
4,异形者枪步,4,1300,projectile,800.0,810.667236328125,6,0,weapons-visual-final-v2/m8/m9-weapon-4.png,True,11.3333333333333,17.6221585227684,11.3333333333333,17.6221585227684,15.677,10.115,PASS,Primary projectile/beam path; AoE radius and conditional secondary paths are separate.
112,跃迁电弧枪,4,1500,arc,320.0,320.0,6,0,weapons-visual-final-v2/m8/m9-weapon-112.png,True,4.8,19.8706752883113,4.79968002133191,19.8706752883113,17.002,3.119,PASS,Primary projectile/beam path; AoE radius and conditional secondary paths are separate.
115,扇面脉冲炮,4,1550,cone,105.0,105.000068664551,6,0,weapons-visual-final-v2/m8/m9-weapon-115.png,True,6.71999999999534,16.5600000000093,6.71999999999534,16.5588960736044,3.588,1.035,PASS,Primary projectile/beam path; AoE radius and conditional secondary paths are separate.
114,等离子榴炮,4,1600,projectile,280.0,289.195098876953,6,0,weapons-visual-final-v2/m8/m9-weapon-114.png,True,4.53333333333333,20.4666355576269,4.53333333333333,20.4679999999974,19.196,3.823,PASS,Projectile path plus on-impact AoE radius; explosion footprint is wall clipped.
116,热流喷射器,4,1700,thermal,85.0,85.0000152587891,6,0,weapons-visual-final-v2/m8/m9-weapon-116.png,True,7.3266666666624,27.2581827878351,7.32617825477875,27.2581827878351,9.025,2.015,PASS,Primary projectile/beam path; AoE radius and conditional secondary paths are separate.
6,BoomBoi,4,1750,beam,1000.0,1000.0,6,0,weapons-visual-final-v2/m8/m9-weapon-6.png,True,7.46616892207186,14.5963602426635,7.46616892207186,14.59344174888,23.198,11.303,PASS,Primary projectile/beam path; AoE radius and conditional secondary paths are separate.
122,回旋锯盘,4,1800,disc,198.0,203.615295410156,6,0,weapons-visual-final-v2/m8/m9-weapon-122.png,True,9.79934671021932,32.3378441437047,9.79934671021932,32.339999999981,10.139,4.226,PASS,Outbound 0.55 s then visible return to player; M9Paths verifies separate outbound/return hits.
111,棱镜脉冲枪,5,2600,prism,280.0,280.004028320313,6,0,weapons-visual-final-v2/m8/m9-weapon-111.png,True,14.0799999999814,30.3979734684354,14.0799999999814,30.4,13.828,8.267,PASS,Primary projectile/beam path; AoE radius and conditional secondary paths are separate.
113,蓄能轨道炮,5,2800,rail,420.0,420.001190185547,6,0,weapons-visual-final-v2/m8/m9-weapon-113.png,True,5.83294447036864,29.6800000000027,5.83333333333333,29.6780214652384,18.548,5.313,PASS,Primary projectile/beam path; AoE radius and conditional secondary paths are separate.
119,散射火箭炮,5,3000,rocket,440.0,443.999725341797,6,0,weapons-visual-final-v2/m8/m9-weapon-119.png,True,3.59976001599893,15.8399999999965,3.59976001599893,15.8389440703918,16.822,3.878,PASS,Projectile path plus on-impact AoE radius; explosion footprint is wall clipped.
120,微型追踪导弹,5,3200,missile,520.0,524.0,6,0,weapons-visual-final-v2/m8/m9-weapon-120.png,True,8.95940270649555,33.7279999999795,8.95940270649555,33.7279999999795,14.766,4.223,PASS,Projectile path plus on-impact AoE radius; explosion footprint is wall clipped.
121,引力榴弹器,5,3400,gravity,145.0,145.0,6,0,weapons-visual-final-v2/m8/m9-weapon-121.png,True,4.99766775504764,23.8436416955537,4.99966668888741,23.8484101059988,5.269,1.962,PASS,"81 px nominal flight + 64 px field radius, clipped by walls; physics tick discretization applies."
124,加速转管机枪,5,3600,rotary,880.0,883.999267578125,6,0,weapons-visual-final-v2/m8/m9-weapon-124.png,True,15.9989334044009,38.0000000000776,15.9999999999612,38.0000000000776,11.219,3.86,PASS,Primary projectile/beam path; AoE radius and conditional secondary paths are separate.
